temperature_2m_mean,precipitation_sum,date,city,year,month,season
2.8,4.1,2023-03-07,london,2023,3,Spring
1.4,13.2,2023-03-08,london,2023,3,Spring
6.4,5.9,2023-03-09,london,2023,3,Spring
3.9,4.5,2023-03-10,london,2023,3,Spring
2.8,1.1,2023-03-11,london,2023,3,Spring
10.1,1.3,2023-03-12,london,2023,3,Spring
11.6,0.8,2023-03-13,london,2023,3,Spring
6.2,5.7,2023-03-14,london,2023,3,Spring
4.7,2.2,2023-03-15,london,2023,3,Spring
10.5,1.9,2023-03-16,london,2023,3,Spring
10.7,1.9,2023-03-17,london,2023,3,Spring
10.1,4.0,2023-03-18,london,2023,3,Spring
8.3,1.7,2023-03-19,london,2023,3,Spring
9.9,3.3,2023-03-20,london,2023,3,Spring
10.8,1.4,2023-03-21,london,2023,3,Spring
11.4,2.6,2023-03-22,london,2023,3,Spring
10.8,8.5,2023-03-23,london,2023,3,Spring
9.7,1.7,2023-03-24,london,2023,3,Spring
10.0,0.5,2023-03-25,london,2023,3,Spring
7.3,8.1,2023-03-26,london,2023,3,Spring
5.4,0.0,2023-03-27,london,2023,3,Spring
7.3,1.9,2023-03-28,london,2023,3,Spring
11.5,3.3,2023-03-29,london,2023,3,Spring
12.0,3.9,2023-03-30,london,2023,3,Spring
10.9,12.4,2023-03-31,london,2023,3,Spring
9.6,1.0,2023-04-01,london,2023,4,Spring
7.7,0.0,2023-04-02,london,2023,4,Spring
5.5,0.0,2023-04-03,london,2023,4,Spring
5.8,0.0,2023-04-04,london,2023,4,Spring
6.8,1.4,2023-04-05,london,2023,4,Spring
9.4,4.5,2023-04-06,london,2023,4,Spring
8.1,0.2,2023-04-07,london,2023,4,Spring
7.9,0.0,2023-04-08,london,2023,4,Spring
9.6,0.0,2023-04-09,london,2023,4,Spring
10.8,9.1,2023-04-10,london,2023,4,Spring
8.8,7.5,2023-04-11,london,2023,4,Spring
7.6,3.2,2023-04-12,london,2023,4,Spring
8.2,1.0,2023-04-13,london,2023,4,Spring
7.4,9.3,2023-04-14,london,2023,4,Spring
9.6,1.1,2023-04-15,london,2023,4,Spring
10.1,0.0,2023-04-16,london,2023,4,Spring
10.6,0.5,2023-04-17,london,2023,4,Spring
8.9,0.2,2023-04-18,london,2023,4,Spring
10.2,0.0,2023-04-19,london,2023,4,Spring
8.9,2.3,2023-04-20,london,2023,4,Spring
7.3,3.3,2023-04-21,london,2023,4,Spring
8.2,1.5,2023-04-22,london,2023,4,Spring
10.3,3.9,2023-04-23,london,2023,4,Spring
8.1,13.8,2023-04-24,london,2023,4,Spring
6.5,0.0,2023-04-25,london,2023,4,Spring
7.9,0.0,2023-04-26,london,2023,4,Spring
9.5,6.7,2023-04-27,london,2023,4,Spring
13.2,0.7,2023-04-28,london,2023,4,Spring
11.0,0.0,2023-04-29,london,2023,4,Spring
11.4,0.0,2023-04-30,london,2023,4,Spring
12.0,1.0,2023-05-01,london,2023,5,Spring
10.4,0.0,2023-05-02,london,2023,5,Spring
9.5,0.0,2023-05-03,london,2023,5,Spring
13.1,0.9,2023-05-04,london,2023,5,Spring
13.7,0.7,2023-05-05,london,2023,5,Spring
12.6,5.6,2023-05-06,london,2023,5,Spring
15.0,0.7,2023-05-07,london,2023,5,Spring
12.7,5.0,2023-05-08,london,2023,5,Spring
13.8,7.7,2023-05-09,london,2023,5,Spring
12.7,6.2,2023-05-10,london,2023,5,Spring
12.4,3.7,2023-05-11,london,2023,5,Spring
11.1,1.9,2023-05-12,london,2023,5,Spring
11.6,0.0,2023-05-13,london,2023,5,Spring
12.8,0.7,2023-05-14,london,2023,5,Spring
11.8,0.5,2023-05-15,london,2023,5,Spring
11.2,0.2,2023-05-16,london,2023,5,Spring
12.1,0.4,2023-05-17,london,2023,5,Spring
13.0,0.2,2023-05-18,london,2023,5,Spring
12.0,1.1,2023-05-19,london,2023,5,Spring
13.0,0.1,2023-05-20,london,2023,5,Spring
13.1,0.0,2023-05-21,london,2023,5,Spring
14.1,0.0,2023-05-22,london,2023,5,Spring
12.9,0.0,2023-05-23,london,2023,5,Spring
14.5,0.0,2023-05-24,london,2023,5,Spring
13.4,0.0,2023-05-25,london,2023,5,Spring
12.6,0.0,2023-05-26,london,2023,5,Spring
13.0,0.0,2023-05-27,london,2023,5,Spring
14.1,0.0,2023-05-28,london,2023,5,Spring
12.4,0.0,2023-05-29,london,2023,5,Spring
12.9,0.0,2023-05-30,london,2023,5,Spring
14.0,0.0,2023-05-31,london,2023,5,Spring
13.5,0.0,2023-06-01,london,2023,6,Summer
13.2,0.0,2023-06-02,london,2023,6,Summer
14.8,0.0,2023-06-03,london,2023,6,Summer
14.9,0.0,2023-06-04,london,2023,6,Summer
13.2,0.0,2023-06-05,london,2023,6,Summer
13.1,0.1,2023-06-06,london,2023,6,Summer
14.3,0.0,2023-06-07,london,2023,6,Summer
14.9,0.0,2023-06-08,london,2023,6,Summer
17.8,0.0,2023-06-09,london,2023,6,Summer
21.5,0.0,2023-06-10,london,2023,6,Summer
22.4,0.0,2023-06-11,london,2023,6,Summer
21.4,5.7,2023-06-12,london,2023,6,Summer
19.9,0.0,2023-06-13,london,2023,6,Summer
19.0,0.0,2023-06-14,london,2023,6,Summer
19.2,0.0,2023-06-15,london,2023,6,Summer
19.3,0.0,2023-06-16,london,2023,6,Summer
18.7,2.1,2023-06-17,london,2023,6,Summer
19.1,16.9,2023-06-18,london,2023,6,Summer
18.6,0.9,2023-06-19,london,2023,6,Summer
19.1,5.9,2023-06-20,london,2023,6,Summer
19.4,1.0,2023-06-21,london,2023,6,Summer
20.2,0.0,2023-06-22,london,2023,6,Summer
20.6,0.0,2023-06-23,london,2023,6,Summer
21.3,0.2,2023-06-24,london,2023,6,Summer
22.4,0.1,2023-06-25,london,2023,6,Summer
18.4,0.0,2023-06-26,london,2023,6,Summer
18.6,0.0,2023-06-27,london,2023,6,Summer
20.3,0.5,2023-06-28,london,2023,6,Summer
18.5,5.5,2023-06-29,london,2023,6,Summer
16.4,0.6,2023-06-30,london,2023,6,Summer
19.1,0.2,2023-07-01,london,2023,7,Summer
16.5,0.0,2023-07-02,london,2023,7,Summer
15.7,0.7,2023-07-03,london,2023,7,Summer
15.1,14.8,2023-07-04,london,2023,7,Summer
15.5,4.4,2023-07-05,london,2023,7,Summer
16.3,0.0,2023-07-06,london,2023,7,Summer
20.6,0.0,2023-07-07,london,2023,7,Summer
21.5,12.6,2023-07-08,london,2023,7,Summer
18.6,4.9,2023-07-09,london,2023,7,Summer
18.8,0.0,2023-07-10,london,2023,7,Summer
19.2,4.0,2023-07-11,london,2023,7,Summer
17.5,1.0,2023-07-12,london,2023,7,Summer
17.6,0.5,2023-07-13,london,2023,7,Summer
16.9,7.8,2023-07-14,london,2023,7,Summer
17.0,1.4,2023-07-15,london,2023,7,Summer
17.0,0.0,2023-07-16,london,2023,7,Summer
16.8,0.6,2023-07-17,london,2023,7,Summer
17.2,0.1,2023-07-18,london,2023,7,Summer
18.0,0.4,2023-07-19,london,2023,7,Summer
17.4,0.1,2023-07-20,london,2023,7,Summer
16.5,0.1,2023-07-21,london,2023,7,Summer
15.4,10.7,2023-07-22,london,2023,7,Summer
18.8,0.9,2023-07-23,london,2023,7,Summer
15.7,2.3,2023-07-24,london,2023,7,Summer
15.7,0.7,2023-07-25,london,2023,7,Summer
15.9,10.0,2023-07-26,london,2023,7,Summer
19.1,5.1,2023-07-27,london,2023,7,Summer
18.6,0.2,2023-07-28,london,2023,7,Summer
18.3,0.7,2023-07-29,london,2023,7,Summer
17.1,3.2,2023-07-30,london,2023,7,Summer
18.0,2.6,2023-07-31,london,2023,7,Summer
17.6,2.0,2023-08-01,london,2023,8,Summer
17.3,16.8,2023-08-02,london,2023,8,Summer
16.9,0.1,2023-08-03,london,2023,8,Summer
16.6,0.4,2023-08-04,london,2023,8,Summer
15.1,18.2,2023-08-05,london,2023,8,Summer
14.8,0.9,2023-08-06,london,2023,8,Summer
15.6,0.0,2023-08-07,london,2023,8,Summer
14.9,2.4,2023-08-08,london,2023,8,Summer
17.5,0.0,2023-08-09,london,2023,8,Summer
19.6,0.0,2023-08-10,london,2023,8,Summer
20.1,0.6,2023-08-11,london,2023,8,Summer
17.8,0.5,2023-08-12,london,2023,8,Summer
18.0,0.3,2023-08-13,london,2023,8,Summer
18.2,3.8,2023-08-14,london,2023,8,Summer
17.9,0.2,2023-08-15,london,2023,8,Summer
18.4,0.2,2023-08-16,london,2023,8,Summer
18.6,0.1,2023-08-17,london,2023,8,Summer
19.9,4.2,2023-08-18,london,2023,8,Summer
20.0,0.2,2023-08-19,london,2023,8,Summer
19.0,0.4,2023-08-20,london,2023,8,Summer
18.3,0.0,2023-08-21,london,2023,8,Summer
19.2,0.0,2023-08-22,london,2023,8,Summer
19.4,0.0,2023-08-23,london,2023,8,Summer
20.0,1.3,2023-08-24,london,2023,8,Summer
16.7,0.1,2023-08-25,london,2023,8,Summer
15.2,1.2,2023-08-26,london,2023,8,Summer
15.2,0.2,2023-08-27,london,2023,8,Summer
15.6,0.2,2023-08-28,london,2023,8,Summer
15.6,0.0,2023-08-29,london,2023,8,Summer
15.7,0.3,2023-08-30,london,2023,8,Summer
14.2,1.3,2023-08-31,london,2023,8,Summer
17.7,1.4,2023-09-01,london,2023,9,Autumn
18.6,0.4,2023-09-02,london,2023,9,Autumn
18.6,0.0,2023-09-03,london,2023,9,Autumn
20.1,0.0,2023-09-04,london,2023,9,Autumn
20.8,0.0,2023-09-05,london,2023,9,Autumn
22.0,0.0,2023-09-06,london,2023,9,Autumn
22.9,0.0,2023-09-07,london,2023,9,Autumn
23.5,0.0,2023-09-08,london,2023,9,Autumn
24.2,0.0,2023-09-09,london,2023,9,Autumn
23.1,1.6,2023-09-10,london,2023,9,Autumn
20.8,0.0,2023-09-11,london,2023,9,Autumn
18.9,2.9,2023-09-12,london,2023,9,Autumn
16.2,0.1,2023-09-13,london,2023,9,Autumn
17.1,0.0,2023-09-14,london,2023,9,Autumn
17.5,0.0,2023-09-15,london,2023,9,Autumn
18.8,0.0,2023-09-16,london,2023,9,Autumn
18.3,4.9,2023-09-17,london,2023,9,Autumn
16.9,7.2,2023-09-18,london,2023,9,Autumn
16.8,0.4,2023-09-19,london,2023,9,Autumn
17.9,27.4,2023-09-20,london,2023,9,Autumn
13.9,5.4,2023-09-21,london,2023,9,Autumn
12.5,1.5,2023-09-22,london,2023,9,Autumn
12.8,0.0,2023-09-23,london,2023,9,Autumn
17.1,0.0,2023-09-24,london,2023,9,Autumn
17.9,0.2,2023-09-25,london,2023,9,Autumn
17.2,1.8,2023-09-26,london,2023,9,Autumn
17.5,0.0,2023-09-27,london,2023,9,Autumn
16.8,0.4,2023-09-28,london,2023,9,Autumn
16.9,2.1,2023-09-29,london,2023,9,Autumn
14.8,0.0,2023-09-30,london,2023,9,Autumn
18.2,0.0,2023-10-01,london,2023,10,Autumn
17.8,4.1,2023-10-02,london,2023,10,Autumn
14.7,0.3,2023-10-03,london,2023,10,Autumn
13.9,0.0,2023-10-04,london,2023,10,Autumn
14.8,0.2,2023-10-05,london,2023,10,Autumn
16.5,0.0,2023-10-06,london,2023,10,Autumn
17.6,0.0,2023-10-07,london,2023,10,Autumn
16.8,0.0,2023-10-08,london,2023,10,Autumn
16.8,0.0,2023-10-09,london,2023,10,Autumn
16.5,0.0,2023-10-10,london,2023,10,Autumn
17.3,1.5,2023-10-11,london,2023,10,Autumn
15.1,15.5,2023-10-12,london,2023,10,Autumn
16.9,13.3,2023-10-13,london,2023,10,Autumn
9.7,0.3,2023-10-14,london,2023,10,Autumn
6.9,0.0,2023-10-15,london,2023,10,Autumn
7.8,0.0,2023-10-16,london,2023,10,Autumn
11.7,0.0,2023-10-17,london,2023,10,Autumn
13.0,7.3,2023-10-18,london,2023,10,Autumn
15.7,7.3,2023-10-19,london,2023,10,Autumn
14.1,9.9,2023-10-20,london,2023,10,Autumn
12.7,3.4,2023-10-21,london,2023,10,Autumn
9.9,0.0,2023-10-22,london,2023,10,Autumn
11.0,0.8,2023-10-23,london,2023,10,Autumn
10.3,3.2,2023-10-24,london,2023,10,Autumn
10.3,0.8,2023-10-25,london,2023,10,Autumn
11.2,2.6,2023-10-26,london,2023,10,Autumn
10.1,1.7,2023-10-27,london,2023,10,Autumn
11.9,10.6,2023-10-28,london,2023,10,Autumn
10.8,5.8,2023-10-29,london,2023,10,Autumn
10.8,0.8,2023-10-30,london,2023,10,Autumn
10.0,2.5,2023-10-31,london,2023,10,Autumn
12.0,11.2,2023-11-01,london,2023,11,Autumn
10.3,17.9,2023-11-02,london,2023,11,Autumn
9.4,5.7,2023-11-03,london,2023,11,Autumn
8.7,5.5,2023-11-04,london,2023,11,Autumn
9.0,0.1,2023-11-05,london,2023,11,Autumn
8.9,0.0,2023-11-06,london,2023,11,Autumn
7.8,0.1,2023-11-07,london,2023,11,Autumn
9.5,3.3,2023-11-08,london,2023,11,Autumn
8.0,0.1,2023-11-09,london,2023,11,Autumn
6.5,1.7,2023-11-10,london,2023,11,Autumn
5.3,0.0,2023-11-11,london,2023,11,Autumn
7.0,2.0,2023-11-12,london,2023,11,Autumn
12.3,12.5,2023-11-13,london,2023,11,Autumn
10.4,6.1,2023-11-14,london,2023,11,Autumn
8.5,0.0,2023-11-15,london,2023,11,Autumn
5.8,3.0,2023-11-16,london,2023,11,Autumn
6.2,1.3,2023-11-17,london,2023,11,Autumn
12.3,5.4,2023-11-18,london,2023,11,Autumn
11.9,0.0,2023-11-19,london,2023,11,Autumn
9.9,3.0,2023-11-20,london,2023,11,Autumn
9.2,0.7,2023-11-21,london,2023,11,Autumn
7.0,0.0,2023-11-22,london,2023,11,Autumn
10.6,0.2,2023-11-23,london,2023,11,Autumn
6.5,0.1,2023-11-24,london,2023,11,Autumn
1.5,0.0,2023-11-25,london,2023,11,Autumn
3.8,4.9,2023-11-26,london,2023,11,Autumn
7.7,5.1,2023-11-27,london,2023,11,Autumn
3.6,0.0,2023-11-28,london,2023,11,Autumn
1.3,0.0,2023-11-29,london,2023,11,Autumn
0.1,0.0,2023-11-30,london,2023,11,Autumn
-0.1,0.0,2023-12-01,london,2023,12,Winter
-2.3,0.0,2023-12-02,london,2023,12,Winter
4.7,7.0,2023-12-03,london,2023,12,Winter
6.4,7.8,2023-12-04,london,2023,12,Winter
5.2,2.5,2023-12-05,london,2023,12,Winter
2.5,0.0,2023-12-06,london,2023,12,Winter
6.5,5.7,2023-12-07,london,2023,12,Winter
7.9,0.0,2023-12-08,london,2023,12,Winter
9.7,7.9,2023-12-09,london,2023,12,Winter
9.3,2.1,2023-12-10,london,2023,12,Winter
8.3,0.0,2023-12-11,london,2023,12,Winter
9.3,7.3,2023-12-12,london,2023,12,Winter
7.1,0.5,2023-12-13,london,2023,12,Winter
4.5,0.9,2023-12-14,london,2023,12,Winter
5.1,0.0,2023-12-15,london,2023,12,Winter
8.9,0.0,2023-12-16,london,2023,12,Winter
8.9,0.0,2023-12-17,london,2023,12,Winter
10.1,0.0,2023-12-18,london,2023,12,Winter
9.9,12.7,2023-12-19,london,2023,12,Winter
7.9,0.0,2023-12-20,london,2023,12,Winter
11.1,0.3,2023-12-21,london,2023,12,Winter
10.0,0.3,2023-12-22,london,2023,12,Winter
9.5,0.0,2023-12-23,london,2023,12,Winter
12.5,1.2,2023-12-24,london,2023,12,Winter
12.2,3.2,2023-12-25,london,2023,12,Winter
7.1,0.2,2023-12-26,london,2023,12,Winter
10.2,6.3,2023-12-27,london,2023,12,Winter
10.6,0.4,2023-12-28,london,2023,12,Winter
8.6,1.5,2023-12-29,london,2023,12,Winter
9.1,3.6,2023-12-30,london,2023,12,Winter
8.3,7.6,2023-12-31,london,2023,12,Winter
7.9,10.5,2024-01-01,london,2024,1,Winter
11.0,7.4,2024-01-02,london,2024,1,Winter
8.3,2.3,2024-01-03,london,2024,1,Winter
6.8,30.3,2024-01-04,london,2024,1,Winter
5.7,2.1,2024-01-05,london,2024,1,Winter
4.8,0.1,2024-01-06,london,2024,1,Winter
3.2,0.0,2024-01-07,london,2024,1,Winter
2.0,0.7,2024-01-08,london,2024,1,Winter
1.7,0.0,2024-01-09,london,2024,1,Winter
1.9,0.0,2024-01-10,london,2024,1,Winter
2.6,0.0,2024-01-11,london,2024,1,Winter
5.1,0.0,2024-01-12,london,2024,1,Winter
3.3,0.0,2024-01-13,london,2024,1,Winter
3.6,1.6,2024-01-14,london,2024,1,Winter
-0.8,0.0,2024-01-15,london,2024,1,Winter
-1.5,0.0,2024-01-16,london,2024,1,Winter
0.2,0.0,2024-01-17,london,2024,1,Winter
-2.3,0.0,2024-01-18,london,2024,1,Winter
-0.7,0.0,2024-01-19,london,2024,1,Winter
2.7,0.0,2024-01-20,london,2024,1,Winter
9.3,2.2,2024-01-21,london,2024,1,Winter
9.4,5.1,2024-01-22,london,2024,1,Winter
9.0,2.9,2024-01-23,london,2024,1,Winter
9.4,0.1,2024-01-24,london,2024,1,Winter
9.2,0.1,2024-01-25,london,2024,1,Winter
7.7,1.6,2024-01-26,london,2024,1,Winter
3.9,0.0,2024-01-27,london,2024,1,Winter
5.9,0.0,2024-01-28,london,2024,1,Winter
10.8,0.0,2024-01-29,london,2024,1,Winter
8.3,0.0,2024-01-30,london,2024,1,Winter
7.6,0.5,2024-01-31,london,2024,1,Winter
6.0,0.1,2024-02-01,london,2024,2,Winter
9.4,0.0,2024-02-02,london,2024,2,Winter
11.3,0.7,2024-02-03,london,2024,2,Winter
11.4,0.1,2024-02-04,london,2024,2,Winter
9.6,0.0,2024-02-05,london,2024,2,Winter
11.8,8.1,2024-02-06,london,2024,2,Winter
5.9,10.0,2024-02-07,london,2024,2,Winter
7.5,16.5,2024-02-08,london,2024,2,Winter
10.5,7.8,2024-02-09,london,2024,2,Winter
9.3,2.1,2024-02-10,london,2024,2,Winter
7.1,7.3,2024-02-11,london,2024,2,Winter
4.9,0.0,2024-02-12,london,2024,2,Winter
8.0,2.6,2024-02-13,london,2024,2,Winter
12.2,2.6,2024-02-14,london,2024,2,Winter
13.0,0.7,2024-02-15,london,2024,2,Winter
10.4,2.0,2024-02-16,london,2024,2,Winter
10.1,1.7,2024-02-17,london,2024,2,Winter
11.4,12.2,2024-02-18,london,2024,2,Winter
9.0,2.2,2024-02-19,london,2024,2,Winter
8.7,0.1,2024-02-20,london,2024,2,Winter
10.0,3.5,2024-02-21,london,2024,2,Winter
7.9,11.5,2024-02-22,london,2024,2,Winter
4.7,2.0,2024-02-23,london,2024,2,Winter
2.9,1.6,2024-02-24,london,2024,2,Winter
4.6,3.6,2024-02-25,london,2024,2,Winter
6.1,0.7,2024-02-26,london,2024,2,Winter
4.8,0.5,2024-02-27,london,2024,2,Winter
8.6,1.3,2024-02-28,london,2024,2,Winter
9.2,8.3,2024-02-29,london,2024,2,Winter
5.2,6.6,2024-03-01,london,2024,3,Spring
5.1,2.2,2024-03-02,london,2024,3,Spring
3.8,0.0,2024-03-03,london,2024,3,Spring
5.3,1.1,2024-03-04,london,2024,3,Spring
7.1,1.8,2024-03-05,london,2024,3,Spring
5.5,0.0,2024-03-06,london,2024,3,Spring
6.7,0.3,2024-03-07,london,2024,3,Spring
6.7,0.0,2024-03-08,london,2024,3,Spring
8.9,0.4,2024-03-09,london,2024,3,Spring
8.1,8.6,2024-03-10,london,2024,3,Spring
8.1,1.9,2024-03-11,london,2024,3,Spring
10.1,13.3,2024-03-12,london,2024,3,Spring
11.4,0.5,2024-03-13,london,2024,3,Spring
11.6,1.2,2024-03-14,london,2024,3,Spring
11.7,1.3,2024-03-15,london,2024,3,Spring
9.3,1.3,2024-03-16,london,2024,3,Spring
11.4,6.4,2024-03-17,london,2024,3,Spring
10.8,0.2,2024-03-18,london,2024,3,Spring
11.2,0.2,2024-03-19,london,2024,3,Spring
12.0,0.8,2024-03-20,london,2024,3,Spring
10.6,0.0,2024-03-21,london,2024,3,Spring
9.5,0.4,2024-03-22,london,2024,3,Spring
6.3,1.7,2024-03-23,london,2024,3,Spring
7.9,0.0,2024-03-24,london,2024,3,Spring
7.8,0.9,2024-03-25,london,2024,3,Spring
9.3,11.9,2024-03-26,london,2024,3,Spring
7.3,2.9,2024-03-27,london,2024,3,Spring
8.0,10.2,2024-03-28,london,2024,3,Spring
9.4,5.0,2024-03-29,london,2024,3,Spring
8.7,0.0,2024-03-30,london,2024,3,Spring
8.7,2.0,2024-03-31,london,2024,3,Spring
9.6,4.3,2024-04-01,london,2024,4,Spring
10.3,4.3,2024-04-02,london,2024,4,Spring
11.4,0.7,2024-04-03,london,2024,4,Spring
12.1,3.6,2024-04-04,london,2024,4,Spring
13.7,5.4,2024-04-05,london,2024,4,Spring
16.1,0.1,2024-04-06,london,2024,4,Spring
12.6,0.0,2024-04-07,london,2024,4,Spring
12.2,1.7,2024-04-08,london,2024,4,Spring
9.3,0.5,2024-04-09,london,2024,4,Spring
9.5,1.7,2024-04-10,london,2024,4,Spring
14.6,0.4,2024-04-11,london,2024,4,Spring
14.1,0.0,2024-04-12,london,2024,4,Spring
14.1,0.0,2024-04-13,london,2024,4,Spring
10.5,0.0,2024-04-14,london,2024,4,Spring
8.6,4.6,2024-04-15,london,2024,4,Spring
8.8,4.6,2024-04-16,london,2024,4,Spring
7.4,0.5,2024-04-17,london,2024,4,Spring
8.4,1.1,2024-04-18,london,2024,4,Spring
10.0,1.0,2024-04-19,london,2024,4,Spring
6.9,0.2,2024-04-20,london,2024,4,Spring
7.4,0.0,2024-04-21,london,2024,4,Spring
6.2,1.0,2024-04-22,london,2024,4,Spring
7.7,1.5,2024-04-23,london,2024,4,Spring
6.7,0.0,2024-04-24,london,2024,4,Spring
7.3,4.2,2024-04-25,london,2024,4,Spring
7.4,0.0,2024-04-26,london,2024,4,Spring
9.0,9.2,2024-04-27,london,2024,4,Spring
8.3,12.3,2024-04-28,london,2024,4,Spring
10.4,0.3,2024-04-29,london,2024,4,Spring
12.6,0.4,2024-04-30,london,2024,4,Spring
14.0,0.1,2024-05-01,london,2024,5,Spring
13.8,3.3,2024-05-02,london,2024,5,Spring
10.6,8.2,2024-05-03,london,2024,5,Spring
11.4,2.7,2024-05-04,london,2024,5,Spring
11.6,0.3,2024-05-05,london,2024,5,Spring
11.7,9.9,2024-05-06,london,2024,5,Spring
13.7,0.3,2024-05-07,london,2024,5,Spring
13.2,0.0,2024-05-08,london,2024,5,Spring
15.4,0.0,2024-05-09,london,2024,5,Spring
15.4,0.0,2024-05-10,london,2024,5,Spring
15.3,0.0,2024-05-11,london,2024,5,Spring
17.7,0.0,2024-05-12,london,2024,5,Spring
15.2,0.3,2024-05-13,london,2024,5,Spring
14.7,6.7,2024-05-14,london,2024,5,Spring
14.9,0.5,2024-05-15,london,2024,5,Spring
13.8,2.1,2024-05-16,london,2024,5,Spring
15.3,0.2,2024-05-17,london,2024,5,Spring
15.2,1.6,2024-05-18,london,2024,5,Spring
15.3,0.2,2024-05-19,london,2024,5,Spring
14.4,0.1,2024-05-20,london,2024,5,Spring
13.2,9.8,2024-05-21,london,2024,5,Spring
13.6,12.9,2024-05-22,london,2024,5,Spring
14.1,0.0,2024-05-23,london,2024,5,Spring
13.0,0.0,2024-05-24,london,2024,5,Spring
14.8,0.1,2024-05-25,london,2024,5,Spring
14.9,5.4,2024-05-26,london,2024,5,Spring
12.9,0.8,2024-05-27,london,2024,5,Spring
14.3,4.0,2024-05-28,london,2024,5,Spring
15.4,0.5,2024-05-29,london,2024,5,Spring
13.8,3.4,2024-05-30,london,2024,5,Spring
13.3,1.1,2024-05-31,london,2024,5,Spring
13.2,0.0,2024-06-01,london,2024,6,Summer
15.4,0.0,2024-06-02,london,2024,6,Summer
16.1,0.3,2024-06-03,london,2024,6,Summer
15.7,3.7,2024-06-04,london,2024,6,Summer
12.2,0.0,2024-06-05,london,2024,6,Summer
13.1,0.1,2024-06-06,london,2024,6,Summer
13.9,0.1,2024-06-07,london,2024,6,Summer
13.9,0.6,2024-06-08,london,2024,6,Summer
12.8,0.0,2024-06-09,london,2024,6,Summer
11.8,8.0,2024-06-10,london,2024,6,Summer
11.2,2.0,2024-06-11,london,2024,6,Summer
12.1,1.0,2024-06-12,london,2024,6,Summer
12.4,1.6,2024-06-13,london,2024,6,Summer
14.9,2.5,2024-06-14,london,2024,6,Summer
13.5,2.5,2024-06-15,london,2024,6,Summer
15.1,0.1,2024-06-16,london,2024,6,Summer
15.9,0.0,2024-06-17,london,2024,6,Summer
16.4,0.3,2024-06-18,london,2024,6,Summer
15.1,0.0,2024-06-19,london,2024,6,Summer
15.4,0.0,2024-06-20,london,2024,6,Summer
17.1,0.1,2024-06-21,london,2024,6,Summer
17.4,1.6,2024-06-22,london,2024,6,Summer
18.0,0.0,2024-06-23,london,2024,6,Summer
20.5,0.0,2024-06-24,london,2024,6,Summer
20.9,0.0,2024-06-25,london,2024,6,Summer
21.8,0.0,2024-06-26,london,2024,6,Summer
19.5,0.0,2024-06-27,london,2024,6,Summer
16.9,0.0,2024-06-28,london,2024,6,Summer
17.6,0.0,2024-06-29,london,2024,6,Summer
17.1,0.3,2024-06-30,london,2024,6,Summer
16.6,0.1,2024-07-01,london,2024,7,Summer
15.2,0.1,2024-07-02,london,2024,7,Summer
15.5,1.6,2024-07-03,london,2024,7,Summer
15.9,0.4,2024-07-04,london,2024,7,Summer
16.3,23.1,2024-07-05,london,2024,7,Summer
14.5,9.2,2024-07-06,london,2024,7,Summer
13.6,12.3,2024-07-07,london,2024,7,Summer
14.7,7.1,2024-07-08,london,2024,7,Summer
17.2,15.8,2024-07-09,london,2024,7,Summer
17.7,0.2,2024-07-10,london,2024,7,Summer
16.9,0.3,2024-07-11,london,2024,7,Summer
14.9,0.0,2024-07-12,london,2024,7,Summer
14.7,0.6,2024-07-13,london,2024,7,Summer
16.1,0.1,2024-07-14,london,2024,7,Summer
16.5,7.3,2024-07-15,london,2024,7,Summer
17.5,1.1,2024-07-16,london,2024,7,Summer
17.6,0.0,2024-07-17,london,2024,7,Summer
19.5,0.0,2024-07-18,london,2024,7,Summer
22.4,0.0,2024-07-19,london,2024,7,Summer
20.0,0.1,2024-07-20,london,2024,7,Summer
19.1,0.0,2024-07-21,london,2024,7,Summer
18.5,0.4,2024-07-22,london,2024,7,Summer
19.3,2.1,2024-07-23,london,2024,7,Summer
18.7,0.5,2024-07-24,london,2024,7,Summer
18.0,2.3,2024-07-25,london,2024,7,Summer
17.8,0.0,2024-07-26,london,2024,7,Summer
17.5,0.0,2024-07-27,london,2024,7,Summer
18.5,0.0,2024-07-28,london,2024,7,Summer
20.6,0.0,2024-07-29,london,2024,7,Summer
22.3,0.0,2024-07-30,london,2024,7,Summer
21.4,0.4,2024-07-31,london,2024,7,Summer
21.5,7.6,2024-08-01,london,2024,8,Summer
21.2,1.5,2024-08-02,london,2024,8,Summer
20.1,0.8,2024-08-03,london,2024,8,Summer
17.4,0.0,2024-08-04,london,2024,8,Summer
19.2,0.0,2024-08-05,london,2024,8,Summer
18.9,2.2,2024-08-06,london,2024,8,Summer
17.1,0.0,2024-08-07,london,2024,8,Summer
17.8,0.1,2024-08-08,london,2024,8,Summer
20.3,0.0,2024-08-09,london,2024,8,Summer
19.2,0.0,2024-08-10,london,2024,8,Summer
21.0,0.0,2024-08-11,london,2024,8,Summer
24.4,0.0,2024-08-12,london,2024,8,Summer
19.7,0.0,2024-08-13,london,2024,8,Summer
19.9,0.6,2024-08-14,london,2024,8,Summer
18.9,0.1,2024-08-15,london,2024,8,Summer
19.3,1.2,2024-08-16,london,2024,8,Summer
17.3,0.0,2024-08-17,london,2024,8,Summer
18.3,0.0,2024-08-18,london,2024,8,Summer
17.1,1.7,2024-08-19,london,2024,8,Summer
18.9,0.3,2024-08-20,london,2024,8,Summer
